number,name,address,phone,gos_reestr_code,website,IIN,BIN,gosreestr_link,statsnet_link,city,system_score,Good,Bad,user_score
TK-0450,Destination tour,Алматы Дарабоз 65 кв 83,"+77001012629,+7777",KZ28UWQ04950372,,,,,https://statsnet.co/search/kz/Destination%20tour,Алматы,67,,,1.95
TK-0451,Luxury Travel,Актау 27 93,+77718452664,KZ27UWG00006916,,,,,https://statsnet.co/search/kz/Luxury%20Travel,Актау,67,,,1.62
TK-0452,ТОО Premium Teravel Company,Алматы Площадь Республики 13 офис 128,727 2673638,KZ07UWG00008440,http://www.premiumtravel.kz,,,,https://statsnet.co/search/kz/ТОО%20Premium%20Teravel%20Company,Алматы,77,,,1.55
TK-0456,Mango tour,"Караганда ул.Таттимбета 9, оф.2",+77786394535,KZ31UWQ04618772,https://mangotourkz.com/,,,,https://statsnet.co/search/kz/Mango%20tour,Караганда,77,,,2.76
TK-0457,Oneberry travel,"Астана г.Астана, район Сарыарка, Көктал, УЛИЦА Дулата  Бабатайулы, дом № 5",8775 750 74 56,KZ48UWG00008478,,,,,https://statsnet.co/search/kz/Oneberry%20travel,Астана,67,,,2.78
TK-0458,Sunday tours,"Астана ​Улица Керей-Жанибек хандар, 18",87780015155,KZ06UWG00004869,https://sunday.tours/,,,,https://statsnet.co/search/kz/Sunday%20tours,Астана,77,,,1.92
TK-0459,Ветер Перемен,"Актобе Республика Казахстан, Актюбинская область, Актобе Г.А., г.Актобе, район 7.1 Астана, Шамши Калдаякова, дом № 5Г, н.п 53",+77084710678,№ KZ00UWG00008566,,,,,https://statsnet.co/search/kz/Ветер%20Перемен,Актобе,67,,,3.31
TK-0460,Эридан тур,Алматы Казыбек би 117 бц Gallianos 702 оф,+77071773183,TA-174 от 23.06.2015,,,,,https://statsnet.co/search/kz/Эридан%20тур,Алматы,67,,,2.8
TK-0462,Bay Travel,"Алматы ул.Абая 143, БЦ  А-143, офис 112, 1 этаж",7 (707) 822-80-30, №KZ27UWG00005364 ,,,,,https://statsnet.co/search/kz/Bay%20Travel,Алматы,67,,,3.46
TK-0463,ТУРИСТИЧЕСКОЕ АГЕНТСТВО АЛЕН ТУР,"Темиртау проспект Момышулы, 56/1",+77784966227,KZ91UWQ05302803,,,,,https://statsnet.co/search/kz/ТУРИСТИЧЕСКОЕ%20АГЕНТСТВО%20АЛЕН%20ТУР,Темиртау,67,,,4.49
TK-0464,Travel Territory,Алматы 9 микрорайон 34 дом,+77471845000,KZ91UWG00007898,,,,,https://statsnet.co/search/kz/Travel%20Territory,Алматы,67,,,2.6
TK-0465,TOO  Imani travel,Алматы Нурлы жол 16,+7 (701) 260-20-02,KZ03UWG00005117,,,,,https://statsnet.co/search/kz/TOO%20%20Imani%20travel,Алматы,67,,,3.54
TK-0466,GOLDEN HIPPO TRAVEL,Актобе Пр. Молдагуловой 11в офис 127,+77013247031 +7700,KZ68UWG00004141,,,,,https://statsnet.co/search/kz/GOLDEN%20HIPPO%20TRAVEL,Актобе,67,,,4.12
TK-0469,LILO TOUR,Алматы Аль-Фараби 47,+77011272727,KZ02UWG00004456,http://lilotour.kz,,,,https://statsnet.co/search/kz/LILO%20TOUR,Алматы,77,,,1.65
TK-0470,Oceanlove_travel,"Алматы Тимирязева 15Б, 512 офис",87776100326,KZ03UWG00009094,,,,,https://statsnet.co/search/kz/Oceanlove_travel,Алматы,67,,,2.74
TK-0471,cluster.tours.kz,Алматы Грозы ,+7(701)988-44-00,10100618476950,,,,,https://statsnet.co/search/kz/cluster.tours.kz,Алматы,67,,,2.6
TK-0472,ZEN TOUR,"Алматы г. Алматы, ул. Кенесары Хана, 54/24, корпус 1, кв. 9",+77018181700,KZ32UWG00008766,https://www.instagram.com/zentour.kz/,,,,https://statsnet.co/search/kz/ZEN%20TOUR,Алматы,77,,,2.59
TK-0473,PANDORA TRAVEL,Экибастуз ул.Машхур Жусупа 85,+77053216528  +777,KZ10TWQ02224852,,,,,https://statsnet.co/search/kz/PANDORA%20TRAVEL,Экибастуз,67,,,2.6
TK-0474,RIA TRAVEL,"Алматы г. Алматы, Бостандыксий район, ул. Байзакова, дом 303, 108 офис.",+77019474500,KZ35UWG00004832,,,,,https://statsnet.co/search/kz/RIA%20TRAVEL,Алматы,67,,,4.38
TK-0475,Instatour.kz,Алматы ул Мамбетова 8/1 ,+77017377191,KZ88UWG00007176,,,,,https://statsnet.co/search/kz/Instatour.kz,Алматы,67,,,3.93
TK-0476,JB Travel,"Астана г. Астана, ул. Сарайшык, 7А-26 ",+77029999685,KZ23UWG00001362,https://jb-travel.com/,,,,https://statsnet.co/search/kz/JB%20Travel,Астана,77,,,4.17
TK-0477, JBT Premium,"Астана пр. Кабанбай батыра, д.7/3, НП 5",+77172571418,KZ91UWG00005958,https://jb-travel.com/,,,,https://statsnet.co/search/kz/%20JBT%20Premium,Астана,77,,,1.75
TK-0478,ТОО LOVE TOUR KZ,"Семей БЦ FOREST, ул. Абая, 70, офис №6",+77058618014,KZ91UWG00009256,,,,,https://statsnet.co/search/kz/ТОО%20LOVE%20TOUR%20KZ,Семей,67,,,1.87
TK-0479,OCEANLOVEALMATY,"Алматы ул. Тимирязева 15Б, офис 512, этаж 5",+77772577555,KZ31UWG00009075,,,,,https://statsnet.co/search/kz/OCEANLOVEALMATY,Алматы,67,,,2.53
TK-0481,SLTRAVEL ASTANA ,"Астана Абая 59/1, офис 12",87012551421,TA-512 N0086837,https://t.me/sltravelastana,,,,https://statsnet.co/search/kz/SLTRAVEL%20ASTANA,Астана,77,,,3.64
TK-0484,Markettours.kz - магазин туров,"Алматы мик-он 9, до 49",+7 702 500 5000,Уведомление № KZ06UWG00008555,https://markettours.kz,,,,https://statsnet.co/search/kz/Markettours.kz%20-%20магазин%20туров,Алматы,77,,,4.02
TK-0485,ТОО Lady Travel,"Астана г.Астана, пр.Республики 32, офис 610",77015317621,№ KZ55UWG00007188,,,,,https://statsnet.co/search/kz/ТОО%20Lady%20Travel,Астана,67,,,2.28
TK-0486,Sharlike tour,"Алматы Казахстан, город Алматы, Алмалинский район, улица Толе би, дом 273/11, кв. 7",+7 775 567 3774,KZ30UWG00006280,,,,,https://statsnet.co/search/kz/Sharlike%20tour,Алматы,67,,,2.06
TK-0487,ТОО Жанар-Тревел,Астана Мангилик Ел 30,+77012991595,101000018571455,,,,,https://statsnet.co/search/kz/ТОО%20Жанар-Тревел,Астана,67,,,3.63
TK-0488,ТОО Салон Горящих Путевок Астана,Астана пр.Улы Дала 3/3 НП-6,7789620727,KZ86UWG00006436,,,,,https://statsnet.co/search/kz/ТОО%20Салон%20Горящих%20Путевок%20Астана,Астана,67,,,2.28
TK-0489,INZHU TOUR,Астана ул. Гейдар Алиева 10,+77020073723,KZ93UWG00007086,,,,,https://statsnet.co/search/kz/INZHU%20TOUR,Астана,67,,,1.51
TK-0490,Клевер Тур,Уральск пр. Назарбаева 206/2,8 (701) 543 7509,KZ28TWQ02890627,http://clovertour.kz,,,,https://statsnet.co/search/kz/Клевер%20Тур,Уральск,77,,,2.66
TK-0491,ТОО Effect Travel ,"Алматы проспект Назарбаева, 120, подъезд 1. офис 2 ",+77783979333,10100363240723,,,,,https://statsnet.co/search/kz/ТОО%20Effect%20Travel,Алматы,67,,,3.41
TK-0492,VIAGGIO,"Алматы ул. Новгородская 172/2, офис 407",+77781777010,101000018040742,,,180540035799,https://www.goszakup.gov.kz/ru/registry/show_supplier/381639,https://statsnet.co/search/kz/VIAGGIO,Алматы,90,,,3.36
TK-0493,DREAM TOUR,"Актобе г.Актобе, ул.Абулхайыр-хана 44 /3, каб. 9",8-776-922-4080,KZ10UWQ04212623,,010913501046,,https://www.goszakup.gov.kz/ru/registry/show_supplier/572776,https://statsnet.co/search/kz/DREAM%20TOUR,Актобе,90,,,3.85
TK-0494,ИП ACE Travel Kz,"Актобе 030000 г. Актобе, ул. Баишева 7А",+77012699269,KZ80UWQ04048209,https://www.instagram.com/ace_travel_kz/,,,,https://statsnet.co/search/kz/ИП%20ACE%20Travel%20Kz,Актобе,77,,,1.87
TK-0495,World Trip,Уральск улица Сундеткали Ескалиева 177,+7 775 711 8800,Уведомление № KZ04UWG00005972,,,,,https://statsnet.co/search/kz/World%20Trip,Уральск,67,,,1.52
TK-0496,Emotion. Business&Travel Kazakhstan,"Алматы Назарбаева 120, 1 подъезд, 1 этаж, офис 2",+77783979333,KZ30UWG00003661,https://www.facebook.com/p/EmotionBusiness-Travel-10006777025004,,,,https://statsnet.co/search/kz/Emotion.%20Business&Travel%20Kazakhstan,Алматы,77,,,2.34
TK-0497,Pantheon tour,"Алматы Сатпаева 90/1, 209",87074229580,10100645993236,,,,,https://statsnet.co/search/kz/Pantheon%20tour,Алматы,67,,,1.99
TK-0498,VELES 2015,"Костанай 110000 РК., Костанайская обл., г. Костанай, ул.Карбышева , дом 2 офис 336",87772763858,KZ03UWG00000170,,,,,https://statsnet.co/search/kz/VELES%202015,Костанай,67,,,1.77
TK-0499,ИП Диас (Sattravel),"Алматы Мкр. Жас канат, дом № 1/35, 3",+7 775 695 0913,KZ82TWQ01881922,http:// @sattravelkz,,,,https://statsnet.co/search/kz/ИП%20Диас%20(Sattravel),Алматы,77,,,3.08
TK-0500,Tour club Almaty,"Алматы г. Алматы, ул. Маметовой 12/21",+77053330583,109253-1910-ТОО от 13.04.2011,,,,,https://statsnet.co/search/kz/Tour%20club%20Almaty,Алматы,67,,,1.9
TK-0501,TOO ADI TRAVEL,"Алматы Факт. Адрес БЦ Сатти, Сатпаева 29Д, офис 111, 1 этаж ",+77078232320,86739-1910-TOO ,,,,,https://statsnet.co/search/kz/TOO%20ADI%20TRAVEL,Алматы,67,,,4.35
TK-0502,OCEAN LOVE ALL,"Шымкент г.Шымкент, Сасбукаева, дом № 118",+7(777)884-55-00,KZ17UWG00009133,http://oceanlove.kz,,,,https://statsnet.co/search/kz/OCEAN%20LOVE%20ALL,Шымкент,77,,,2.7
TK-0503,Elita Travel Kazakhstan ,Алматы Сатпаева 29д оф 107,87017343637,KZ30UWG00000751,,,,,https://statsnet.co/search/kz/Elita%20Travel%20Kazakhstan,Алматы,67,,,4.39
TK-0504,Fiesta Almaty ,Алматы Сатпаева 29Д,+77019265030,№ KZ95UWG00001909,http://fiesta.travel.kz,,,,https://statsnet.co/search/kz/Fiesta%20Almaty,Алматы,77,,,3.59
TK-0505,Богиня Travel,Алматы Рымжанова 35,+7 702 507 77 77,KZ23UWG00005824,,,,,https://statsnet.co/search/kz/Богиня%20Travel,Алматы,67,,,2.57
TK-0506,TOUR LOVE,Алматы Тимирязев көшесі,+7 (707) 262-90-10,KZ18UWG00009115,,,,,https://statsnet.co/search/kz/TOUR%20LOVE,Алматы,67,,,3.11
TK-0507,Саяхат ,Шымкент Айбергенова 3/1,+77757998014,KZ38UWG00002644,,,,,https://statsnet.co/search/kz/Саяхат,Шымкент,67,,,3.14
TK-0509,VS-Travel,"Шымкент 18 мкр, д 24 оф 2",+77077545732,KZ57UWG00003466,,,,,https://statsnet.co/search/kz/VS-Travel,Шымкент,67,,,3.97
TK-0510,Armanda Travels,Астана ул. Сыганак 54,+7(771)000-90-90,KZ29UWG00009499,https://instagram.com/armanda_travels?igshid=MmVlMjlkMTBhMg==&ut,,,,https://statsnet.co/search/kz/Armanda%20Travels,Астана,77,,,2.9
TK-0511,ТОО ДиЗи Тревел,"Алматы Самал-2, 33а, 167",+77019392425,№ KZ70UWG00009828,,,,,https://statsnet.co/search/kz/ТОО%20ДиЗи%20Тревел,Алматы,67,,,1.69
TK-0512,ИП KING COMPANY,"Алматы Суюнбая 292Д,16, 2 этаж",+77078266533,KZ09UWG00005106,http://king-company.satu.kz,,,,https://statsnet.co/search/kz/ИП%20KING%20COMPANY,Алматы,77,,,3.69
TK-0513,ТОО Your Travel Agent,"Алматы Желтоксан, 104/76, офис 22",+77010711842,№ KZ74UWG00009950,http://www.yta.kz,,,,https://statsnet.co/search/kz/ТОО%20Your%20Travel%20Agent,Алматы,77,,,3.96
TK-0514,AriyanaTours,Астана Кошкарбаева 29 ,+77761425015,KZ72UWG00008337,https://www.instagram.com/ariyanatours/?hl=ru,,,,https://statsnet.co/search/kz/AriyanaTours,Астана,77,,,3.39
TK-0515,Life travel,Рудный Парковая 116 ,+77057461472,KZ29UWG00004164,,,,,https://statsnet.co/search/kz/Life%20travel,Рудный,67,,,2.21
TK-0516,Богиня Travel,Алматы Рымжанова 35,+7 702 507 77 77,KZ27TWQ02669970,,,,,https://statsnet.co/search/kz/Богиня%20Travel,Алматы,67,,,3.5
TK-0517,ИП Fortuna Tour Almaty Аксенова Т.В.,"Алматы г. Алматы , 050060, Богенбай Батыра, 148/92, 201",87015567774,KZ11TWQ00887883 ,,,,,https://statsnet.co/search/kz/ИП%20Fortuna%20Tour%20Almaty%20Аксенова%20Т.В.,Алматы,67,,,3.87
TK-0519,Турагентство Пятница,"Алматы Казыбек би 50, оф. 126",+77770438146,KZ91UWG00009838,,,,,https://statsnet.co/search/kz/Турагентство%20Пятница,Алматы,67,,,4.47
TK-0520,ONLY SUN TRAVEL,Астана пр. Туран 59/2,+7-777-347-47-07,KZ02UWG00007269,http://www.onlysuntravel.kz,,,,https://statsnet.co/search/kz/ONLY%20SUN%20TRAVEL,Астана,77,,,2.46
TK-0521,ИП ERCAN-TOUR,"Алматы Туркебаева, дом 61",87027158455,№ KZ71UWQ04570716 ,,,,,https://statsnet.co/search/kz/ИП%20ERCAN-TOUR,Алматы,67,,,2.75
TK-0522,Alau Travel,"Астана ул.Алихан Бокейхан 28, н.п.7",+7(705)456-75-23,KZ61UWG00004752,http://@alau_travel,,,,https://statsnet.co/search/kz/Alau%20Travel,Астана,77,,,1.52
TK-0523,ТОО АЙТУАР ТУР,"Алматы Бостандыкский район, улица Байтурсынулы дом 113, офис 14",7 (701) 808-74-74,KZ79UWG00005592,https://instagram.com/aituar_tour?igshid=YTQwZjQ0NmI0OA==,,,,https://statsnet.co/search/kz/ТОО%20АЙТУАР%20ТУР,Алматы,77,,,3.2
TK-0524,Omar Tour ,Астана Алихан бокейхана 28 48,7769061122,Z1201296,https://instagram.com/omartour.kz,,,,https://statsnet.co/search/kz/Omar%20Tour,Астана,77,,,3.12
TK-0525,ИП SATI TRAVEL,"Актобе г.Актобе ,Абулхайыр хана 2,113 ",87472167964,No KZ42UWG00009556,https://instagram.com/sati__travel?igshid=MmVlMjlkMTBhMg==,,,,https://statsnet.co/search/kz/ИП%20SATI%20TRAVEL,Актобе,77,,,2.43
TK-0526,Emerald tours kz,"Алматы Казахстан, Алматы, Проспект Аль-Фараби, дом 63/17, кв/офис 14",+77012061015,KZ45UWG00009211,,,,,https://statsnet.co/search/kz/Emerald%20tours%20kz,Алматы,67,,,2.43
TK-0527,Premium Vacation,"Уральск проспект Абая 61 , 3 этаж , 1 офис",+77076778135,957-1926-01-ТОО /ИУ/,,,,,https://statsnet.co/search/kz/Premium%20Vacation,Уральск,67,,,4.07
TK-0528,ТОО Меральбест,"Алматы РК, г.Алматы, мкр8, дом 4А",+7 (776) 274 06 17,KZ87UWG00007582,,,,,https://statsnet.co/search/kz/ТОО%20Меральбест,Алматы,67,,,2.48
TK-0530,NUR TRAVEL ,Актобе Абылхаир хана 2 офис 113,8 705 480 3634,KZ88UWG00009116,,,,,https://statsnet.co/search/kz/NUR%20TRAVEL,Актобе,67,,,3.44
TK-0531,BJTRAVEL,Зайсан Шанина 1,+77021502359   +77,KZ02UWG00008433,,,,,https://statsnet.co/search/kz/BJTRAVEL,Зайсан,67,,,2.42
TK-0532,Minerat travel ,Астана Пр.мангилик ел 8,7(708)272-74-77,KZ74UWG00007622,https://minerattravel.kz/,,,,https://statsnet.co/search/kz/Minerat%20travel,Астана,77,,,1.85
TK-0533,Step2Travel,"Алматы Тулебаева 49/1 , офис 283",+77078655232,10100674550575,,,,,https://statsnet.co/search/kz/Step2Travel,Алматы,67,,,4.42
TK-0534,OCEAN LOVE KZ,"Астана Проспект Кабанбай батыр 58А, НП 5",8 (778) 102-46-73,KZ64UWG00009063,http://www.oceanlove.kz/,,,,https://statsnet.co/search/kz/OCEAN%20LOVE%20KZ,Астана,77,,,3.99
TK-0535,САМОЛЕТ,"Алматы ул.Шугыла, зд.15",+77075349330,KZ01UWG00008839,https://charters.kz/,,,,https://statsnet.co/search/kz/САМОЛЕТ,Алматы,77,,,4.13
TK-0536,DI TRAVELS,"Алматы г. Алматы, пр. Аль-Фараби 21, кв.138",+7 (701) 479-22-22,KZ70UWG00007403,,,,,https://statsnet.co/search/kz/DI%20TRAVELS,Алматы,67,,,3.73
TK-0537,Lion Tour,"Атырау Ул Махамбет Утемисова 134а,БЦ Евразия,202 кабинет",+77015881090,KZ75UWQ04581605,https://www.instagram.com/liontour20?igsh=MXV5eGZjcXZ1YzYwaA==,,,,https://statsnet.co/search/kz/Lion%20Tour,Атырау,77,,,4.42
TK-0538,ТОО V.I.P. TOUR KZ,Актобе Улица Бр. Жубановых 278А-8 каб.,+77017473567,KZ18UWG00006787,,,,,https://statsnet.co/search/kz/ТОО%20V.I.P.%20TOUR%20KZ,Актобе,67,,,4.09
TK-0539,Ailin Travel ,"Степногорск Акмолинская область, г Степногорск, 7-43/3-1",+7 (771) 899-84-98,KZ85UWG00009267,,,,,https://statsnet.co/search/kz/Ailin%20Travel,Степногорск,67,,,2.33
TK-0540,Турагентство Lucky Tour,"Астана г. Астана, пр.Сарыарка, 17, офис 16",+77083333331,KZ79UWG00009472,https://www.instagram.com/luckytour.kz?igsh=Ym10ZTRzdXA5OWZh&utm,,,,https://statsnet.co/search/kz/Турагентство%20Lucky%20Tour,Астана,77,,,3.38
TK-0541,SUNMARI,"Алматы г.Алматы,Суюнюбая 97 ",+77057289999,KZ84UWG00009770,http://sunmari.kz,,,,https://statsnet.co/search/kz/SUNMARI,Алматы,77,,,2.05
TK-0542,TOO Mira Tour,"Алматы Чайковского 22,305",+77073888083,TA-224,,,,,https://statsnet.co/search/kz/TOO%20Mira%20Tour,Алматы,67,,,2.1
TK-0543,YouTrip,"Алматы г. Алматы, Бостандыксий район, ул. Аль-Фараби 5/2",+77018068924,KZ69UWG00010331,https://www.instagram.com/youtrip.kz?igsh=MXBqZHhyZmhrbXJzeg==,,,,https://statsnet.co/search/kz/YouTrip,Алматы,77,,,2.72
TK-0544,Supertour.kz,"Алматы Казахстан, г. Алматы, улица Егизбаева, 7/9",+77751283000,KZ62UWG00004734,http://supertour.kz,,,,https://statsnet.co/search/kz/Supertour.kz,Алматы,77,,,3.19
TK-0545,LIMPOPO TRAVEL,Усть-Каменогорск Кабанбай батыра 164,+77772238163,KZ78UWG00006289,http://www.limpopotravel.kz,,,,https://statsnet.co/search/kz/LIMPOPO%20TRAVEL,Усть-Каменогорск,77,,,2.73
TK-0546,Aylin Travel,"Актобе г.Актобе, ул.Мангилик Ел 22",+77053981878,KZ30UWG00010160,,,,,https://statsnet.co/search/kz/Aylin%20Travel,Актобе,67,,,3.72
TK-0547,Турагентство TAITI,Усть-Каменогорск улица К.Кайсенова 30А,+77778499355,KZ35UWG00003474,https://taiti-online.ru/,,,,https://statsnet.co/search/kz/Турагентство%20TAITI,Усть-Каменогорск,77,,,3.62
TK-0549,ТОО Азия VIP tour,"Алматы Байсеитовой, 36",+7 (701) 647-69-41,10100687252842,,,,,https://statsnet.co/search/kz/ТОО%20Азия%20VIP%20tour,Алматы,67,,,4.4
TK-0550,AilanDTour,Караганда г.Караганда пр.Шахтеров д 36/2 кв 55,+77028504433,KZ14UWQ05872900,https://www.instagram.com/ailandtour?igsh=MWNxYXRqNGxheDNwbw==,,,,https://statsnet.co/search/kz/AilanDTour,Караганда,77,,,3.74
TK-0551,ТОО Classic Travel Plus,"Алматы 050009,проспект Абая 76/109, офис 319",+7 727 327 76 70; ,ТА-223,,,,,https://statsnet.co/search/kz/ТОО%20Classic%20Travel%20Plus,Алматы,67,,,1.89
TK-0552,Саяхат Алеми Астана,"Астана E652, 12, off 10",+77761016161,Z1201240,http://sayahat-alemi.kz,,,,https://statsnet.co/search/kz/Саяхат%20Алеми%20Астана,Астана,77,,,2.04
TK-0553,Discover Jetisu,"Алматы Байтурсынова 129, кв 6",+77766111069,KZ61UWG00006498,,,,,https://statsnet.co/search/kz/Discover%20Jetisu,Алматы,67,,,3.54
TK-0554,PALMA-TOUR,Караганда 19 микрорайон дом 40 А,+77212325844,KZ81UWG00003228,http://palma-tour.kz,,,,https://statsnet.co/search/kz/PALMA-TOUR,Караганда,77,,,2.93
TK-0555,Familytravel2017,"Костанай г. Костанай, улица Каирбекова 369/1 оф.47",+77478050917,Уведомление № KZ00UWG00004686 о ,http://Инстаграмм @familytravel2017,,,,https://statsnet.co/search/kz/Familytravel2017,Костанай,77,,,4.01
TK-0556,Сәтті,"Астана Республика Казахстан, г.Астана,  район Байқоңыр, ул.Иманова,16  кв.7",+77772991015,KZ230004589622,https://sattitravel.kz/,,,,https://statsnet.co/search/kz/Сәтті,Астана,77,,,2.5
TK-0557,PROTRAVEL,Павлодар улица Бухар жырау 4/1 офис 35,+7 747 257 04 55,KZ70UWQ05288437,,,,,https://statsnet.co/search/kz/PROTRAVEL,Павлодар,67,,,3.63
TK-0558,ENERGY TRAVEL,"Алматы г. Алматы, ул. Сатпаева 90/22, офис 2 ",+77021171825,KZ58TWQ01300354,http://www.energytravel.kz,,,,https://statsnet.co/search/kz/ENERGY%20TRAVEL,Алматы,77,,,1.69
TK-0559,Лазурный берег,"Астана Шынгыстау,17/2",+77016460163,TA-363,,,,,https://statsnet.co/search/kz/Лазурный%20берег,Астана,67,,,2.36
TK-0560,Royal Travel Service,Алматы Алматы,+77072640555,KZ77UWG00001069,,,,,https://statsnet.co/search/kz/Royal%20Travel%20Service,Алматы,67,,,3.98
TK-0561,Personal Travel Concierge,Алматы ЖК Ботанический сад 5-3,+77014436677,KZ39UWG00009901,,,,,https://statsnet.co/search/kz/Personal%20Travel%20Concierge,Алматы,67,,,2.95
TK-0562,Туристическое агентство 5 Континентов,Уральск пр-т Абая 117,+77778637300,KZ29UWG00010469,https://5k.kz,,,,https://statsnet.co/search/kz/Туристическое%20агентство%205%20Континентов,Уральск,77,,,3.49
TK-0563,Престиж-тур ,Тараз ул. Ниеткалиева 5 ,+77007311874,KZ74UWG00009271,,,,,https://statsnet.co/search/kz/Престиж-тур,Тараз,67,,,2.15
TK-0564,Турагентство Олимп Экспресс,Павлодар ул. Лермонтова 45/1 офис 24К,+770566167 71,TA 0003 N0026268,,,,,https://statsnet.co/search/kz/Турагентство%20Олимп%20Экспресс,Павлодар,67,,,4.24
TK-0565,ElSara,"Астана Улица Достық 20, 19 этаж, офис 1903",+7 771 929 1010,KZ40UWG00009592,https://www.instagram.com/elsara.travel?igsh=ZHBwcDBxcGM3ejEz ,,,,https://statsnet.co/search/kz/ElSara,Астана,77,,,4.33
TK-0566,Travia.kz,"Алматы Байтурсынова, 95",+77012255666,KZ82UWG00009418,,,,,https://statsnet.co/search/kz/Travia.kz,Алматы,67,,,2.71
TK-0567,Kaz Travel Almaty,Алматы микрорайон 4 дом 10 а Тд Тигрохауд 1 этаж 12 бутик,87022916040,1010059876542,https://kaztravelalmaty.site.pro/,,,,https://statsnet.co/search/kz/Kaz%20Travel%20Almaty,Алматы,77,,,2.07
TK-0568,ENIGMA TRAVEL,Алматы ул.Столетова 13 /64,+77077787728,KZ72UWG00009598,http://enigma-travel.kz/?i=1,,,,https://statsnet.co/search/kz/ENIGMA%20TRAVEL,Алматы,77,,,2.44
TK-0569,Dara Tour,"Астана Район Байконыр, улица Кенесары дом 70А, 206",87781706916,KZ58TWQ01717648,,,,,https://statsnet.co/search/kz/Dara%20Tour,Астана,67,,,4.44
TK-0570,Joy easy trip,"Алматы ул. Егизбаева 13, 2 этаж, 205 кабинет",+7 702 407 47 70,10100687701752,,,,,https://statsnet.co/search/kz/Joy%20easy%20trip,Алматы,67,,,3.36
TK-0572,Exclusive Travel,"Актау г.Актау, мкр. 12а, 12, БЦ Aktas, 1 этаж, офис 106.",+77023739363,KZ76UWQ05682634,https://www.instagram.com/invites/contact/?i=9ye023oeaepk&utm_co,,,,https://statsnet.co/search/kz/Exclusive%20Travel,Актау,77,,,2.05
TK-0573,Leah Tour,"Костанай г.Костанай, ул.Лермонтова, 26, офис 306",+7 (705) 130 53 88,KZ95UWG00006953,,,,,https://statsnet.co/search/kz/Leah%20Tour,Костанай,67,,,2.08
TK-0574,ТОО ТК Лукоморье,"Семей ул. Тельмана Уранхаева, 65, нп 11",77055106826,KZ81UWG00010600,,,,,https://statsnet.co/search/kz/ТОО%20ТК%20Лукоморье,Семей,67,,,4.35
TK-0575,Поехали с нами,"Алматы г. Алматы, ул. Курмангалиева 35",+77005090159,KZ18UWG00009600,http://poehalisnami.kz,,,,https://statsnet.co/search/kz/Поехали%20с%20нами,Алматы,77,,,1.81
TK-0578,Muslim Travel,"Алматы Сейфуллина 51/3, кв 54",87021396006,KZ61UWG00009214,,,,,https://statsnet.co/search/kz/Muslim%20Travel,Алматы,67,,,3.12
TK-0580,ТОО Ola Travel,Астана Кабанбай Батыра 49а,87019693333,101000020351372,http://olatravel.astana ,,,,https://statsnet.co/search/kz/ТОО%20Ola%20Travel,Астана,77,,,3.59
TK-0581,Solncetur,"Алматы Казахстан, г. Алматы, Турксибский район, ул. Международная, д. 73, кв. 3, 050037",+7(771)949-90-88,KZ79UWG00007435,"http://www.solncetur.ru, www.solncetur.kz",,,,https://statsnet.co/search/kz/Solncetur,Алматы,77,,,3.91
TK-0582,Туристическое агенство San Remo Travel,"Астана РК, г. Астана, ул. Куйши Дина, д. 28, кв. 294",77017775327,KZ81UWG00007981,,,,,https://statsnet.co/search/kz/Туристическое%20агенство%20San%20Remo%20Travel,Астана,67,,,1.51
TK-0584,Saniya Tour,Шымкент мкр Акжайык 597/1,87021355745,KZ22UWG00006230,,,,,https://statsnet.co/search/kz/Saniya%20Tour,Шымкент,67,,,2.28
TK-0585,ViWay Travel,"Алматы  СУЛЕЙМЕНОВА, дом № 24А, 142",+77759553502,KZ12UWG00002336,https://www.instagram.com/viwaytravel/,,,,https://statsnet.co/search/kz/ViWay%20Travel,Алматы,77,,,2.27
TK-0587,ТОО Bil Tour,Алматы Кенесары хана 54/20 в22,+7 (777) 391 01 61,10100645618514,,,,,https://statsnet.co/search/kz/ТОО%20Bil%20Tour,Алматы,67,,,3.93
TK-0588,My Soul Travel,Алматы Жарокова 283,87017385538,KZ19UWQ05637488,,,,,https://statsnet.co/search/kz/My%20Soul%20Travel,Алматы,67,,,2.94
TK-0590,SunNova Tour,"Алматы пр.Сейфуллина 410, офис 530",+77051391717,KZ31UWG00005777,http:// ,,,,https://statsnet.co/search/kz/SunNova%20Tour,Алматы,77,,,2.96
TK-0591,Kaztour premium,"Алматы Алматы, Аль Фараби 120/48",87014712464,101000042310662,,,,,https://statsnet.co/search/kz/Kaztour%20premium,Алматы,67,,,1.6
TK-0594,Giraffe Travel,"Шымкент город Шымкент, проспект Бейбитшилик, д. 24А, оф. 35",+77019835354,KZ17UWG00001082,https://www.instagram.com/giraffe.travel/,,,,https://statsnet.co/search/kz/Giraffe%20Travel,Шымкент,77,,,2.09
TK-0595,ТОО Travel Partners,"Алматы Наурызбай батыра 127, блок 2, н.п. 612",+77777665011,KZ49UWG00003901,http://travelpartners.kz,,,,https://statsnet.co/search/kz/ТОО%20Travel%20Partners,Алматы,77,,,2.73
TK-0597,Турагентство Family Tour,Рудный Качарская 31-46,87052919688,N1201307,,,,,https://statsnet.co/search/kz/Турагентство%20Family%20Tour,Рудный,67,,,4.28
TK-0598,Туристическая агенства,Астана Астана . Бауыржан Момышулы 2В,87070607777,KZ76UWG00009623,,,,,https://statsnet.co/search/kz/Туристическая%20агенства,Астана,67,,,3.66
